third_industry,description,website,shortDescription,abn,foundedYear,rating,social,logo,updatedAt,name_cn,industry,verified,languages,source,fullDescription,createdAt,teamSize,second_industry,name_en,location,services
nan,Sycamore Corporation Pty Ltd is a registered business in Australia with ABN: 26097182020.,nan,Sycamore Corporation Pty Ltd is a registered business in Australia.,26097182020,2008.0,0.0,nan,nan,2025-05-16T07:19:21.957Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:21.957Z,nan,nan,Sycamore Corporation Pty Ltd,VIC,[]
nan,THE SYCAMORE TRUST is a registered business in Australia with ABN: 78850592640.,nan,THE SYCAMORE TRUST is a registered business in Australia.,78850592640,2000.0,0.0,nan,nan,2025-05-16T07:19:22.328Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:22.328Z,nan,nan,THE SYCAMORE TRUST,VIC,[]
nan,The Trustee for SYCAMORE SUPERANNUATION FUND is a registered business in Australia with ABN: 52679075612.,nan,The Trustee for SYCAMORE SUPERANNUATION FUND is a registered business in Australia.,52679075612,2015.0,0.0,nan,nan,2025-05-16T07:19:22.981Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:22.981Z,nan,nan,The Trustee for SYCAMORE SUPERANNUATION FUND,NSW,[]
nan,The trustee for The Sycamore Trust is a registered business in Australia with ABN: 55212962647.,nan,The trustee for The Sycamore Trust is a registered business in Australia.,55212962647,2007.0,0.0,nan,nan,2025-05-16T07:19:23.399Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:23.399Z,nan,nan,The trustee for The Sycamore Trust,VIC,[]
nan,The trustee for the Sycamore Superannuation Fund is a registered business in Australia with ABN: 39679783169.,nan,The trustee for the Sycamore Superannuation Fund is a registered business in Australia.,39679783169,2010.0,0.0,nan,nan,2025-05-16T07:19:23.733Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:23.733Z,nan,nan,The trustee for the Sycamore Superannuation Fund,VIC,[]
nan,"SYCAMORE, DAVID MARK is a registered business in Australia with ABN: 57855142116.",nan,"SYCAMORE, DAVID MARK is a registered business in Australia.",57855142116,2014.0,0.0,nan,nan,2025-05-16T07:19:24.086Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:24.086Z,nan,nan,"SYCAMORE, DAVID MARK",VIC,[]
nan,GOLDEN SYCAMORE PTY LTD is a registered business in Australia with ABN: 55662872013.,nan,GOLDEN SYCAMORE PTY LTD is a registered business in Australia.,55662872013,2022.0,0.0,nan,nan,2025-05-16T07:19:24.443Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:24.443Z,nan,nan,GOLDEN SYCAMORE PTY LTD,VIC,[]
nan,"SYCAMORE, MELANIE is a registered business in Australia with ABN: 73152114696.",nan,"SYCAMORE, MELANIE is a registered business in Australia.",73152114696,2021.0,0.0,nan,nan,2025-05-16T07:19:24.806Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:24.806Z,nan,nan,"SYCAMORE, MELANIE",WA,[]
nan,OAK & SYCAMORE PTY LTD is a registered business in Australia with ABN: 57130572815.,nan,OAK & SYCAMORE PTY LTD is a registered business in Australia.,57130572815,2008.0,0.0,nan,nan,2025-05-16T07:19:25.155Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:25.155Z,nan,nan,OAK & SYCAMORE PTY LTD,VIC,[]
nan,SYCAMORE CIVIL GROUP PTY LTD is a registered business in Australia with ABN: 12626472919.,nan,SYCAMORE CIVIL GROUP PTY LTD is a registered business in Australia.,12626472919,2018.0,0.0,nan,nan,2025-05-16T07:19:25.531Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:25.531Z,nan,nan,SYCAMORE CIVIL GROUP PTY LTD,WA,[]
nan,SYCAMORE CONSULTANCY SERVICES PTY LTD. is a registered business in Australia with ABN: 24687026964.,nan,SYCAMORE CONSULTANCY SERVICES PTY LTD. is a registered business in Australia.,24687026964,2025.0,0.0,nan,nan,2025-05-16T07:19:25.918Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:25.918Z,nan,nan,SYCAMORE CONSULTANCY SERVICES PTY LTD.,SA,[]
nan,SYCAMORE FINANCIAL ADVISORY PTY LTD is a registered business in Australia with ABN: 96678782735.,nan,SYCAMORE FINANCIAL ADVISORY PTY LTD is a registered business in Australia.,96678782735,2024.0,0.0,nan,nan,2025-05-16T07:19:26.298Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:26.298Z,nan,nan,SYCAMORE FINANCIAL ADVISORY PTY LTD,QLD,[]
nan,SYCAMORE GROUP HOLDINGS PTY LTD is a registered business in Australia with ABN: 59681698126.,nan,SYCAMORE GROUP HOLDINGS PTY LTD is a registered business in Australia.,59681698126,2024.0,0.0,nan,nan,2025-05-16T07:19:26.688Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:26.688Z,nan,nan,SYCAMORE GROUP HOLDINGS PTY LTD,VIC,[]
nan,SYCAMORE PROPERTY GROUP PTY LTD is a registered business in Australia with ABN: 92608537864.,nan,SYCAMORE PROPERTY GROUP PTY LTD is a registered business in Australia.,92608537864,2015.0,0.0,nan,nan,2025-05-16T07:19:27.145Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:27.145Z,nan,nan,SYCAMORE PROPERTY GROUP PTY LTD,VIC,[]
nan,SYCAMORE TREE AUSTRALIA PTY LTD is a registered business in Australia with ABN: 53662878122.,nan,SYCAMORE TREE AUSTRALIA PTY LTD is a registered business in Australia.,53662878122,2022.0,0.0,nan,nan,2025-05-16T07:19:27.560Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:27.560Z,nan,nan,SYCAMORE TREE AUSTRALIA PTY LTD,QLD,[]
nan,SYCAMORE WELLBEING WA PTY LTD is a registered business in Australia with ABN: 59632822256.,nan,SYCAMORE WELLBEING WA PTY LTD is a registered business in Australia.,59632822256,2019.0,0.0,nan,nan,2025-05-16T07:19:27.943Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:27.943Z,nan,nan,SYCAMORE WELLBEING WA PTY LTD,WA,[]
nan,Sycamore Christian Church Inc. is a registered business in Australia with ABN: 25307879204.,nan,Sycamore Christian Church Inc. is a registered business in Australia.,25307879204,2017.0,0.0,nan,nan,2025-05-16T07:19:28.329Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:28.329Z,nan,nan,Sycamore Christian Church Inc.,QLD,[]
nan,Sycamore Forstmann Investments Pty Ltd is a registered business in Australia with ABN: 52132083437.,nan,Sycamore Forstmann Investments Pty Ltd is a registered business in Australia.,52132083437,2008.0,0.0,nan,nan,2025-05-16T07:19:28.708Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:28.708Z,nan,nan,Sycamore Forstmann Investments Pty Ltd,NSW,[]
nan,Sycamore Investments (WA) Pty Ltd is a registered business in Australia with ABN: 33150853946.,nan,Sycamore Investments (WA) Pty Ltd is a registered business in Australia.,33150853946,2011.0,0.0,nan,nan,2025-05-16T07:19:29.082Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:29.082Z,nan,nan,Sycamore Investments (WA) Pty Ltd,WA,[]
nan,BANYULE NETWORK OF UNITING CHURCHES - SYCAMORE TREE CAFE is a registered business in Australia with ABN: 37574957615.,nan,BANYULE NETWORK OF UNITING CHURCHES - SYCAMORE TREE CAFE is a registered business in Australia.,37574957615,1999.0,0.0,nan,nan,2025-05-16T07:19:29.477Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:29.477Z,nan,nan,BANYULE NETWORK OF UNITING CHURCHES - SYCAMORE TREE CAFE,VIC,[]
nan,THE TRUSTEE FOR THORNETT PTDB FAMILY TRUST & THE TRUSTEE FOR SYCAMORE GAP TRUST is a registered business in Australia with ABN: 27749913245.,nan,THE TRUSTEE FOR THORNETT PTDB FAMILY TRUST & THE TRUSTEE FOR SYCAMORE GAP TRUST is a registered business in Australia.,27749913245,2010.0,0.0,nan,nan,2025-05-16T07:19:29.883Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:29.883Z,nan,nan,THE TRUSTEE FOR THORNETT PTDB FAMILY TRUST & THE TRUSTEE FOR SYCAMORE GAP TRUST,WA,[]
nan,The Trustee for SYCAMORE GARNETT SUPER FUND is a registered business in Australia with ABN: 57517492352.,nan,The Trustee for SYCAMORE GARNETT SUPER FUND is a registered business in Australia.,57517492352,2016.0,0.0,nan,nan,2025-05-16T07:19:30.265Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:30.265Z,nan,nan,The Trustee for SYCAMORE GARNETT SUPER FUND,VIC,[]
nan,The Trustee for Sycamore Commercial Trust is a registered business in Australia with ABN: 74985380451.,nan,The Trustee for Sycamore Commercial Trust is a registered business in Australia.,74985380451,2021.0,0.0,nan,nan,2025-05-16T07:19:30.643Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:30.643Z,nan,nan,The Trustee for Sycamore Commercial Trust,WA,[]
nan,The Trustee for Sycamore Grove Family Trust is a registered business in Australia with ABN: 15227665976.,nan,The Trustee for Sycamore Grove Family Trust is a registered business in Australia.,15227665976,2024.0,0.0,nan,nan,2025-05-16T07:19:30.989Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:30.989Z,nan,nan,The Trustee for Sycamore Grove Family Trust,VIC,[]
nan,The Trustee for Sycamore Street Trust is a registered business in Australia with ABN: 17381549348.,nan,The Trustee for Sycamore Street Trust is a registered business in Australia.,17381549348,2017.0,0.0,nan,nan,2025-05-16T07:19:31.318Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:31.318Z,nan,nan,The Trustee for Sycamore Street Trust,VIC,[]
nan,The Trustee for Sycamore Tree Group is a registered business in Australia with ABN: 21764654570.,nan,The Trustee for Sycamore Tree Group is a registered business in Australia.,21764654570,2024.0,0.0,nan,nan,2025-05-16T07:19:31.692Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:31.692Z,nan,nan,The Trustee for Sycamore Tree Group,NSW,[]
nan,"SYCAMORE, CALVIN LANCE is a registered business in Australia with ABN: 63197164546.",nan,"SYCAMORE, CALVIN LANCE is a registered business in Australia.",63197164546,2006.0,0.0,nan,nan,2025-05-16T07:19:32.064Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:32.064Z,nan,nan,"SYCAMORE, CALVIN LANCE",QLD,[]
nan,CHATEAU SYCAMORE INVESTMENTS PTY LTD is a registered business in Australia with ABN: 90615859008.,nan,CHATEAU SYCAMORE INVESTMENTS PTY LTD is a registered business in Australia.,90615859008,2016.0,0.0,nan,nan,2025-05-16T07:19:32.441Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:32.441Z,nan,nan,CHATEAU SYCAMORE INVESTMENTS PTY LTD,VIC,[]
nan,SYCAMORE HEALTH SIPPY DOWNS PTY LTD is a registered business in Australia with ABN: 71651564911.,nan,SYCAMORE HEALTH SIPPY DOWNS PTY LTD is a registered business in Australia.,71651564911,2021.0,0.0,nan,nan,2025-05-16T07:19:32.907Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:32.907Z,nan,nan,SYCAMORE HEALTH SIPPY DOWNS PTY LTD,QLD,[]
nan,SYCAMORE MEDI SPA HOLDINGS PTY LTD is a registered business in Australia with ABN: 83658859986.,nan,SYCAMORE MEDI SPA HOLDINGS PTY LTD is a registered business in Australia.,83658859986,2022.0,0.0,nan,nan,2025-05-16T07:19:33.290Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:33.290Z,nan,nan,SYCAMORE MEDI SPA HOLDINGS PTY LTD,ACT,[]
nan,Sycamore Place CTS 37539 is a registered business in Australia with ABN: 32795202619.,nan,Sycamore Place CTS 37539 is a registered business in Australia.,32795202619,2009.0,0.0,nan,nan,2025-05-16T07:19:33.657Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:33.657Z,nan,nan,Sycamore Place CTS 37539,QLD,[]
nan,The Trustee for AL Sycamore Superfund is a registered business in Australia with ABN: 87513415611.,nan,The Trustee for AL Sycamore Superfund is a registered business in Australia.,87513415611,2021.0,0.0,nan,nan,2025-05-16T07:19:34.018Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:34.018Z,nan,nan,The Trustee for AL Sycamore Superfund,NSW,[]
nan,The Trustee for Sycamore Fig Grove Superannuation Fund is a registered business in Australia with ABN: 17700984755.,nan,The Trustee for Sycamore Fig Grove Superannuation Fund is a registered business in Australia.,17700984755,2016.0,0.0,nan,nan,2025-05-16T07:19:34.415Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:34.415Z,nan,nan,The Trustee for Sycamore Fig Grove Superannuation Fund,VIC,[]
nan,"SYCAMORE, VINCE MALCOLM is a registered business in Australia with ABN: 81158758315.",nan,"SYCAMORE, VINCE MALCOLM is a registered business in Australia.",81158758315,2019.0,0.0,nan,nan,2025-05-16T07:19:34.791Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:34.791Z,nan,nan,"SYCAMORE, VINCE MALCOLM",WA,[]
nan,THE TRUSTEE FOR J.B. SYCAMORE ST TRUST & THE TRUSTEE FOR THE NO. 131E TRUST is a registered business in Australia with ABN: 49553037341.,nan,THE TRUSTEE FOR J.B. SYCAMORE ST TRUST & THE TRUSTEE FOR THE NO. 131E TRUST is a registered business in Australia.,49553037341,2022.0,0.0,nan,nan,2025-05-16T07:19:35.155Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:35.155Z,nan,nan,THE TRUSTEE FOR J.B. SYCAMORE ST TRUST & THE TRUSTEE FOR THE NO. 131E TRUST,VIC,[]
nan,182 Sycamore St Owners Corporation Plan No. PS733529Q is a registered business in Australia with ABN: 13814403616.,nan,182 Sycamore St Owners Corporation Plan No. PS733529Q is a registered business in Australia.,13814403616,2014.0,0.0,nan,nan,2025-05-16T07:19:35.584Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:19:35.584Z,nan,nan,182 Sycamore St Owners Corporation Plan No. PS733529Q,VIC,[]
nan,LULULEMON ATHLETICA AUSTRALIA PTY LTD is a registered business in Australia with ABN: 45110186233.,nan,LULULEMON ATHLETICA AUSTRALIA PTY LTD is a registered business in Australia.,45110186233,2004.0,0.0,nan,nan,2025-05-16T07:20:41.976Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:20:41.976Z,nan,nan,LULULEMON ATHLETICA AUSTRALIA PTY LTD,VIC,[]
nan,LULULEMON ATHLETICA AUSTRALIA HOLDING PTY LTD is a registered business in Australia with ABN: 45131437468.,nan,LULULEMON ATHLETICA AUSTRALIA HOLDING PTY LTD is a registered business in Australia.,45131437468,2008.0,0.0,nan,nan,2025-05-16T07:20:42.598Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:20:42.598Z,nan,nan,LULULEMON ATHLETICA AUSTRALIA HOLDING PTY LTD,VIC,[]
nan,"RITCHIE, DAVID JOHN is a registered business in Australia with ABN: 29570073830.",nan,"RITCHIE, DAVID JOHN is a registered business in Australia.",29570073830,2008.0,0.0,nan,nan,2025-05-16T07:21:41.350Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:41.350Z,nan,nan,"RITCHIE, DAVID JOHN",NSW,[]
nan,"PARRY, DAVID PETER is a registered business in Australia with ABN: 41309155701.",nan,"PARRY, DAVID PETER is a registered business in Australia.",41309155701,2021.0,0.0,nan,nan,2025-05-16T07:21:41.794Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:41.794Z,nan,nan,"PARRY, DAVID PETER",QLD,[]
nan,"JAQUE, DAVID ALEJANDRO is a registered business in Australia with ABN: 15725878255.",nan,"JAQUE, DAVID ALEJANDRO is a registered business in Australia.",15725878255,2024.0,0.0,nan,nan,2025-05-16T07:21:42.207Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:42.207Z,nan,nan,"JAQUE, DAVID ALEJANDRO",NSW,[]
nan,"SHAW, DAVID BENJAMIN is a registered business in Australia with ABN: 95041529496.",nan,"SHAW, DAVID BENJAMIN is a registered business in Australia.",95041529496,2024.0,0.0,nan,nan,2025-05-16T07:21:42.600Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:42.599Z,nan,nan,"SHAW, DAVID BENJAMIN",WA,[]
nan,"HOLBROUGH, DAVID is a registered business in Australia with ABN: 44192851832.",nan,"HOLBROUGH, DAVID is a registered business in Australia.",44192851832,2024.0,0.0,nan,nan,2025-05-16T07:21:43.017Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:43.017Z,nan,nan,"HOLBROUGH, DAVID",VIC,[]
nan,"ATKINSON, DAVID GORDON is a registered business in Australia with ABN: 15803134246.",nan,"ATKINSON, DAVID GORDON is a registered business in Australia.",15803134246,2019.0,0.0,nan,nan,2025-05-16T07:21:43.413Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:43.413Z,nan,nan,"ATKINSON, DAVID GORDON",VIC,[]
nan,"JACKSON, ROBERT DAVID is a registered business in Australia with ABN: 45182649346.",nan,"JACKSON, ROBERT DAVID is a registered business in Australia.",45182649346,2011.0,0.0,nan,nan,2025-05-16T07:21:43.805Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:43.805Z,nan,nan,"JACKSON, ROBERT DAVID",WA,[]
nan,"TEKANAWA-GOODIN, DAVID TUMAI is a registered business in Australia with ABN: 72979171225.",nan,"TEKANAWA-GOODIN, DAVID TUMAI is a registered business in Australia.",72979171225,2004.0,0.0,nan,nan,2025-05-16T07:21:44.213Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:44.213Z,nan,nan,"TEKANAWA-GOODIN, DAVID TUMAI",QLD,[]
nan,"WAINAINA, DAVID is a registered business in Australia with ABN: 42746643358.",nan,"WAINAINA, DAVID is a registered business in Australia.",42746643358,2010.0,0.0,nan,nan,2025-05-16T07:21:44.553Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:44.553Z,nan,nan,"WAINAINA, DAVID",WA,[]
nan,DAVID is a registered business in Australia with ABN: 16739664627.,nan,DAVID is a registered business in Australia.,16739664627,2025.0,0.0,nan,nan,2025-05-16T07:21:44.925Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:44.925Z,nan,nan,DAVID,NSW,[]
nan,DAVID is a registered business in Australia with ABN: 51633422560.,nan,DAVID is a registered business in Australia.,51633422560,2024.0,0.0,nan,nan,2025-05-16T07:21:45.274Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:45.274Z,nan,nan,DAVID,VIC,[]
nan,"BOOTH, DAVID is a registered business in Australia with ABN: 20756808911.",nan,"BOOTH, DAVID is a registered business in Australia.",20756808911,2024.0,0.0,nan,nan,2025-05-16T07:21:45.620Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:45.620Z,nan,nan,"BOOTH, DAVID",QLD,[]
nan,DAVID is a registered business in Australia with ABN: 59868798714.,nan,DAVID is a registered business in Australia.,59868798714,2022.0,0.0,nan,nan,2025-05-16T07:21:45.994Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:45.994Z,nan,nan,DAVID,VIC,[]
nan,"GOLDSTONE, DAVID GEORGE is a registered business in Australia with ABN: 75424592582.",nan,"GOLDSTONE, DAVID GEORGE is a registered business in Australia.",75424592582,2024.0,0.0,nan,nan,2025-05-16T07:21:46.348Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:46.348Z,nan,nan,"GOLDSTONE, DAVID GEORGE",TAS,[]
nan,DAVID is a registered business in Australia with ABN: 83208160035.,nan,DAVID is a registered business in Australia.,83208160035,2025.0,0.0,nan,nan,2025-05-16T07:21:46.687Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:46.687Z,nan,nan,DAVID,SA,[]
nan,DAVID is a registered business in Australia with ABN: 16679255475.,nan,DAVID is a registered business in Australia.,16679255475,2025.0,0.0,nan,nan,2025-05-16T07:21:47.075Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:47.075Z,nan,nan,DAVID,VIC,[]
nan,DAVID is a registered business in Australia with ABN: 65871755662.,nan,DAVID is a registered business in Australia.,65871755662,2021.0,0.0,nan,nan,2025-05-16T07:21:47.427Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:47.427Z,nan,nan,DAVID,VIC,[]
nan,"THOMPSON, DAVID OWEN is a registered business in Australia with ABN: 83614622495.",nan,"THOMPSON, DAVID OWEN is a registered business in Australia.",83614622495,2002.0,0.0,nan,nan,2025-05-16T07:21:47.788Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:47.788Z,nan,nan,"THOMPSON, DAVID OWEN",NSW,[]
nan,"LIN, DAVID is a registered business in Australia with ABN: 37270422331.",nan,"LIN, DAVID is a registered business in Australia.",37270422331,2001.0,0.0,nan,nan,2025-05-16T07:21:48.288Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:48.288Z,nan,nan,"LIN, DAVID",NSW,[]
nan,"BUNCE, DAVID is a registered business in Australia with ABN: 18807494722.",nan,"BUNCE, DAVID is a registered business in Australia.",18807494722,2006.0,0.0,nan,nan,2025-05-16T07:21:48.644Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:48.644Z,nan,nan,"BUNCE, DAVID",QLD,[]
nan,"POTTINGER, DAVID is a registered business in Australia with ABN: 25438044767.",nan,"POTTINGER, DAVID is a registered business in Australia.",25438044767,2001.0,0.0,nan,nan,2025-05-16T07:21:49.004Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:49.004Z,nan,nan,"POTTINGER, DAVID",VIC,[]
nan,"PULIKOTTIL, APPU DAVID is a registered business in Australia with ABN: 78302259596.",nan,"PULIKOTTIL, APPU DAVID is a registered business in Australia.",78302259596,2009.0,0.0,nan,nan,2025-05-16T07:21:49.380Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:49.380Z,nan,nan,"PULIKOTTIL, APPU DAVID",NSW,[]
nan,DAVID THE COMPANY PTY LTD is a registered business in Australia with ABN: 79168186981.,nan,DAVID THE COMPANY PTY LTD is a registered business in Australia.,79168186981,2014.0,0.0,nan,nan,2025-05-16T07:21:49.733Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:49.733Z,nan,nan,DAVID THE COMPANY PTY LTD,QLD,[]
nan,"TO, DAVID is a registered business in Australia with ABN: 19196441645.",nan,"TO, DAVID is a registered business in Australia.",19196441645,2012.0,0.0,nan,nan,2025-05-16T07:21:50.103Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:50.103Z,nan,nan,"TO, DAVID",NSW,[]
nan,"TO, DAVID is a registered business in Australia with ABN: 19572651054.",nan,"TO, DAVID is a registered business in Australia.",19572651054,2012.0,0.0,nan,nan,2025-05-16T07:21:50.474Z,nan,nan,nan,['English'],ABN_LOOKUP_API,nan,2025-05-16T07:21:50.474Z,nan,nan,"TO, DAVID",NSW,[]
