shortDescription,website,abn,foundedYear,social,logo,name_cn,updatedAt,industry,second_industry,third_industry,verified,languages,fullDescription,createdAt,teamSize,name_en,id,description,rating,location,services
GEOCON GROUP PTY LTD is a registered business in Australia.,,36165918356,2013,,,,2025-05-16T08:49:55.827Z,,,,,['English'],,2025-05-16T08:49:55.827Z,,GEOCON GROUP PTY LTD,COMP_00766,GEOCON GROUP PTY LTD is a registered business in Australia with ABN: 36165918356.,0,ACT,[]
GEOCON HOLDINGS PTY LTD is a registered business in Australia.,,32164511282,2014,,,,2025-05-16T08:49:56.208Z,,,,,['English'],,2025-05-16T08:49:56.208Z,,GEOCON HOLDINGS PTY LTD,COMP_00767,GEOCON HOLDINGS PTY LTD is a registered business in Australia with ABN: 32164511282.,0,ACT,[]
GEOCON NOMINEES PTY. LTD. is a registered business in Australia.,,50062006651,2000,,,,2025-05-16T08:49:56.589Z,,,,,['English'],,2025-05-16T08:49:56.589Z,,GEOCON NOMINEES PTY. LTD.,COMP_00768,GEOCON NOMINEES PTY. LTD. is a registered business in Australia with ABN: 50062006651.,0,VIC,[]
GEOCON PROJECTS PTY LTD is a registered business in Australia.,,35633631722,2019,,,,2025-05-16T08:49:56.965Z,,,,,['English'],,2025-05-16T08:49:56.965Z,,GEOCON PROJECTS PTY LTD,COMP_00769,GEOCON PROJECTS PTY LTD is a registered business in Australia with ABN: 35633631722.,0,ACT,[]
GEOCON TECTONIC PTY LTD is a registered business in Australia.,,82656505145,2022,,,,2025-05-16T08:49:57.327Z,,,,,['English'],,2025-05-16T08:49:57.327Z,,GEOCON TECTONIC PTY LTD,COMP_00770,GEOCON TECTONIC PTY LTD is a registered business in Australia with ABN: 82656505145.,0,ACT,[]
The Trustee for GEOCON SMSF is a registered business in Australia.,,62589670076,2016,,,,2025-05-16T08:49:57.677Z,,,,,['English'],,2025-05-16T08:49:57.677Z,,The Trustee for GEOCON SMSF,COMP_00771,The Trustee for GEOCON SMSF is a registered business in Australia with ABN: 62589670076.,0,NSW,[]
GEOCON ASPEN JV PTY LTD is a registered business in Australia.,,19630598211,2018,,,,2025-05-16T08:49:58.014Z,,,,,['English'],,2025-05-16T08:49:58.014Z,,GEOCON ASPEN JV PTY LTD,COMP_00772,GEOCON ASPEN JV PTY LTD is a registered business in Australia with ABN: 19630598211.,0,ACT,[]
GEOCON CONSTRUCTORS (ACT) PTY LTD is a registered business in Australia.,,56163299769,2013,,,,2025-05-16T08:49:58.342Z,,,,,['English'],,2025-05-16T08:49:58.342Z,,GEOCON CONSTRUCTORS (ACT) PTY LTD,COMP_00773,GEOCON CONSTRUCTORS (ACT) PTY LTD is a registered business in Australia with ABN: 56163299769.,0,ACT,[]
GEOCON ESTABLISHMENT JV PTY LTD is a registered business in Australia.,,15630599067,2018,,,,2025-05-16T08:49:58.678Z,,,,,['English'],,2025-05-16T08:49:58.678Z,,GEOCON ESTABLISHMENT JV PTY LTD,COMP_00774,GEOCON ESTABLISHMENT JV PTY LTD is a registered business in Australia with ABN: 15630599067.,0,ACT,[]
GEOCON HOME LOANS PTY LTD is a registered business in Australia.,,16633782313,2019,,,,2025-05-16T08:49:59.013Z,,,,,['English'],,2025-05-16T08:49:59.013Z,,GEOCON HOME LOANS PTY LTD,COMP_00775,GEOCON HOME LOANS PTY LTD is a registered business in Australia with ABN: 16633782313.,0,ACT,[]
GEOCON PROPERTY MANAGEMENT PTY LTD is a registered business in Australia.,,58633790655,2019,,,,2025-05-16T08:49:59.348Z,,,,,['English'],,2025-05-16T08:49:59.348Z,,GEOCON PROPERTY MANAGEMENT PTY LTD,COMP_00776,GEOCON PROPERTY MANAGEMENT PTY LTD is a registered business in Australia with ABN: 58633790655.,0,ACT,[]
THE TRUSTEE FOR GEOCON PROPERTY UNIT TRUST is a registered business in Australia.,,18963190735,2009,,,,2025-05-16T08:49:59.662Z,,,,,['English'],,2025-05-16T08:49:59.662Z,,THE TRUSTEE FOR GEOCON PROPERTY UNIT TRUST,COMP_00777,THE TRUSTEE FOR GEOCON PROPERTY UNIT TRUST is a registered business in Australia with ABN: 18963190735.,0,ACT,[]
The Trustee for GeoCon Retirement Fund is a registered business in Australia.,,39676036223,2021,,,,2025-05-16T08:49:59.993Z,,,,,['English'],,2025-05-16T08:49:59.993Z,,The Trustee for GeoCon Retirement Fund,COMP_00778,The Trustee for GeoCon Retirement Fund is a registered business in Australia with ABN: 39676036223.,0,NSW,[]
The Trustee for Geocon Fyshwick Trust is a registered business in Australia.,,95922314689,2009,,,,2025-05-16T08:50:00.335Z,,,,,['English'],,2025-05-16T08:50:00.335Z,,The Trustee for Geocon Fyshwick Trust,COMP_00779,The Trustee for Geocon Fyshwick Trust is a registered business in Australia with ABN: 95922314689.,0,ACT,[]
GEOCON BOWES STREET JV PTY LTD is a registered business in Australia.,,70623471287,2017,,,,2025-05-16T08:50:00.681Z,,,,,['English'],,2025-05-16T08:50:00.681Z,,GEOCON BOWES STREET JV PTY LTD,COMP_00780,GEOCON BOWES STREET JV PTY LTD is a registered business in Australia with ABN: 70623471287.,0,ACT,[]
GEOCON GCT PROPERTY MANAGEMENT PTY LIMITED is a registered business in Australia.,,12645924643,2020,,,,2025-05-16T08:50:01.043Z,,,,,['English'],,2025-05-16T08:50:01.042Z,,GEOCON GCT PROPERTY MANAGEMENT PTY LIMITED,COMP_00781,GEOCON GCT PROPERTY MANAGEMENT PTY LIMITED is a registered business in Australia with ABN: 12645924643.,0,ACT,[]
GEOCON LAND HOLDINGS GROUP PTY LTD is a registered business in Australia.,,27601912949,2014,,,,2025-05-16T08:50:01.377Z,,,,,['English'],,2025-05-16T08:50:01.377Z,,GEOCON LAND HOLDINGS GROUP PTY LTD,COMP_00782,GEOCON LAND HOLDINGS GROUP PTY LTD is a registered business in Australia with ABN: 27601912949.,0,ACT,[]
GEOCON METROPOL PROPERTY MANAGEMENT PTY LIMITED is a registered business in Australia.,,25648931864,2021,,,,2025-05-16T08:50:01.723Z,,,,,['English'],,2025-05-16T08:50:01.723Z,,GEOCON METROPOL PROPERTY MANAGEMENT PTY LIMITED,COMP_00783,GEOCON METROPOL PROPERTY MANAGEMENT PTY LIMITED is a registered business in Australia with ABN: 25648931864.,0,ACT,[]
GEOCON NIGHTFALL PROPERTY MANAGEMENT PTY LIMITED is a registered business in Australia.,,31648987419,2022,,,,2025-05-16T08:50:02.044Z,,,,,['English'],,2025-05-16T08:50:02.044Z,,GEOCON NIGHTFALL PROPERTY MANAGEMENT PTY LIMITED,COMP_00784,GEOCON NIGHTFALL PROPERTY MANAGEMENT PTY LIMITED is a registered business in Australia with ABN: 31648987419.,0,ACT,[]
KAP GEOCON DEVELOPMENTS PTY LTD is a registered business in Australia.,,36629468855,2018,,,,2025-05-16T08:50:02.403Z,,,,,['English'],,2025-05-16T08:50:02.403Z,,KAP GEOCON DEVELOPMENTS PTY LTD,COMP_00785,KAP GEOCON DEVELOPMENTS PTY LTD is a registered business in Australia with ABN: 36629468855.,0,ACT,[]
THE TRUSTEE FOR GEOCON INVESTMENTS NO. 2 TRUST is a registered business in Australia.,,68811990781,2011,,,,2025-05-16T08:50:02.785Z,,,,,['English'],,2025-05-16T08:50:02.785Z,,THE TRUSTEE FOR GEOCON INVESTMENTS NO. 2 TRUST,COMP_00786,THE TRUSTEE FOR GEOCON INVESTMENTS NO. 2 TRUST is a registered business in Australia with ABN: 68811990781.,0,ACT,[]
The Trustee for GEOCON Property Management Unit Trust is a registered business in Australia.,,29960310220,2019,,,,2025-05-16T08:50:03.148Z,,,,,['English'],,2025-05-16T08:50:03.148Z,,The Trustee for GEOCON Property Management Unit Trust,COMP_00787,The Trustee for GEOCON Property Management Unit Trust is a registered business in Australia with ABN: 29960310220.,0,ACT,[]
The Trustee for Geocon Group Developments Trust is a registered business in Australia.,,72317616803,2012,,,,2025-05-16T08:50:03.542Z,,,,,['English'],,2025-05-16T08:50:03.542Z,,The Trustee for Geocon Group Developments Trust,COMP_00788,The Trustee for Geocon Group Developments Trust is a registered business in Australia with ABN: 72317616803.,0,ACT,[]
The Trustee for Geocon Land Investments Trust is a registered business in Australia.,,88769060628,2015,,,,2025-05-16T08:50:03.918Z,,,,,['English'],,2025-05-16T08:50:03.918Z,,The Trustee for Geocon Land Investments Trust,COMP_00789,The Trustee for Geocon Land Investments Trust is a registered business in Australia with ABN: 88769060628.,0,ACT,[]
GEOCON HIGH SOCIETY PROPERTY MANAGEMENT PTY LTD is a registered business in Australia.,,58644920801,2020,,,,2025-05-16T08:50:04.334Z,,,,,['English'],,2025-05-16T08:50:04.334Z,,GEOCON HIGH SOCIETY PROPERTY MANAGEMENT PTY LTD,COMP_00790,GEOCON HIGH SOCIETY PROPERTY MANAGEMENT PTY LTD is a registered business in Australia with ABN: 58644920801.,0,ACT,[]
THE TRUSTEE FOR KEYVIEW GEOCON HOTEL TRUST is a registered business in Australia.,,75405126932,2021,,,,2025-05-16T08:50:04.735Z,,,,,['English'],,2025-05-16T08:50:04.735Z,,THE TRUSTEE FOR KEYVIEW GEOCON HOTEL TRUST,COMP_00791,THE TRUSTEE FOR KEYVIEW GEOCON HOTEL TRUST is a registered business in Australia with ABN: 75405126932.,0,NSW,[]
The Trustee for Geocon GCT Property Management Unit Trust is a registered business in Australia.,,12665530051,2020,,,,2025-05-16T08:50:05.155Z,,,,,['English'],,2025-05-16T08:50:05.155Z,,The Trustee for Geocon GCT Property Management Unit Trust,COMP_00792,The Trustee for Geocon GCT Property Management Unit Trust is a registered business in Australia with ABN: 12665530051.,0,ACT,[]
The Trustee for Geocon Land Holdings No.5 Unit Trust is a registered business in Australia.,,78597836276,2012,,,,2025-05-16T08:50:05.553Z,,,,,['English'],,2025-05-16T08:50:05.553Z,,The Trustee for Geocon Land Holdings No.5 Unit Trust,COMP_00793,The Trustee for Geocon Land Holdings No.5 Unit Trust is a registered business in Australia with ABN: 78597836276.,0,ACT,[]
The Trustee for Geocon Land No.5 Discretionary Trust is a registered business in Australia.,,90455620715,2012,,,,2025-05-16T08:50:05.941Z,,,,,['English'],,2025-05-16T08:50:05.941Z,,The Trustee for Geocon Land No.5 Discretionary Trust,COMP_00794,The Trustee for Geocon Land No.5 Discretionary Trust is a registered business in Australia with ABN: 90455620715.,0,ACT,[]
The Trustee for Geocon Metropol Property Management Unit Trust is a registered business in Australia.,,28533948635,2021,,,,2025-05-16T08:50:06.664Z,,,,,['English'],,2025-05-16T08:50:06.664Z,,The Trustee for Geocon Metropol Property Management Unit Trust,COMP_00795,The Trustee for Geocon Metropol Property Management Unit Trust is a registered business in Australia with ABN: 28533948635.,0,ACT,[]
The Trustee for Geocon WOVA Property Management Unit Trust is a registered business in Australia.,,16792118003,2024,,,,2025-05-16T08:50:07.489Z,,,,,['English'],,2025-05-16T08:50:07.489Z,,The Trustee for Geocon WOVA Property Management Unit Trust,COMP_00796,The Trustee for Geocon WOVA Property Management Unit Trust is a registered business in Australia with ABN: 16792118003.,0,ACT,[]
The Trustee for The Geocon Nightfall Property Management Unit Trust is a registered business in Australia.,,89662099899,2022,,,,2025-05-16T08:50:08.192Z,,,,,['English'],,2025-05-16T08:50:08.192Z,,The Trustee for The Geocon Nightfall Property Management Unit Trust,COMP_00797,The Trustee for The Geocon Nightfall Property Management Unit Trust is a registered business in Australia with ABN: 89662099899.,0,ACT,[]
The Trustee for Geocon High Society Property Management Unit Trust is a registered business in Australia.,,13724062291,2020,,,,2025-05-16T08:50:09.388Z,,,,,['English'],,2025-05-16T08:50:09.388Z,,The Trustee for Geocon High Society Property Management Unit Trust,COMP_00798,The Trustee for Geocon High Society Property Management Unit Trust is a registered business in Australia with ABN: 13724062291.,0,ACT,[]
EJV GRN NO. 1 PTY LTD & GEOCON ASPEN JV PTY LTD is a registered business in Australia.,,33743656853,2018,,,,2025-05-16T08:50:09.777Z,,,,,['English'],,2025-05-16T08:50:09.777Z,,EJV GRN NO. 1 PTY LTD & GEOCON ASPEN JV PTY LTD,COMP_00799,EJV GRN NO. 1 PTY LTD & GEOCON ASPEN JV PTY LTD is a registered business in Australia with ABN: 33743656853.,0,ACT,[]
EJV GUNG NO. 2 PTY LTD & GEOCON ESTABLISHMENT JV PTY LTD is a registered business in Australia.,,22318237422,2018,,,,2025-05-16T08:50:10.220Z,,,,,['English'],,2025-05-16T08:50:10.220Z,,EJV GUNG NO. 2 PTY LTD & GEOCON ESTABLISHMENT JV PTY LTD,COMP_00800,EJV GUNG NO. 2 PTY LTD & GEOCON ESTABLISHMENT JV PTY LTD is a registered business in Australia with ABN: 22318237422.,0,ACT,[]
GEOCONN PTY LTD is a registered business in Australia.,,75126503008,2007,,,,2025-05-16T08:50:10.626Z,,,,,['English'],,2025-05-16T08:50:10.626Z,,GEOCONN PTY LTD,COMP_00801,GEOCONN PTY LTD is a registered business in Australia with ABN: 75126503008.,0,NSW,[]
BOWES STREET DEVELOPMENTS PTY LTD & GEOCON BOWES STREET JV PTY LTD is a registered business in Australia.,,47546801315,2017,,,,2025-05-16T08:50:11.464Z,,,,,['English'],,2025-05-16T08:50:11.464Z,,BOWES STREET DEVELOPMENTS PTY LTD & GEOCON BOWES STREET JV PTY LTD,COMP_00802,BOWES STREET DEVELOPMENTS PTY LTD & GEOCON BOWES STREET JV PTY LTD is a registered business in Australia with ABN: 47546801315.,0,ACT,[]
The trustee for GEOCONN UNIT TRUST is a registered business in Australia.,,93018975108,2007,,,,2025-05-16T08:50:11.850Z,,,,,['English'],,2025-05-16T08:50:11.850Z,,The trustee for GEOCONN UNIT TRUST,COMP_00803,The trustee for GEOCONN UNIT TRUST is a registered business in Australia with ABN: 93018975108.,0,NSW,[]
XA CREW PTY LTD is a registered business in Australia.,,35628556785,2018,,,,2025-05-19T05:56:18.522Z,,,,,['English'],,2025-05-19T05:56:18.522Z,,XA CREW PTY LTD,COMP_00804,XA CREW PTY LTD is a registered business in Australia with ABN: 35628556785.,0,ACT,[]
"LONG, XANTHE AMANDA is a registered business in Australia.",,53500538029,2000,,,,2025-05-19T05:56:18.929Z,,,,,['English'],,2025-05-19T05:56:18.929Z,,"LONG, XANTHE AMANDA",COMP_00805,"LONG, XANTHE AMANDA is a registered business in Australia with ABN: 53500538029.",0,NSW,[]
XA FINANCE PTY LTD is a registered business in Australia.,,29679086125,2024,,,,2025-05-19T05:56:19.384Z,,,,,['English'],,2025-05-19T05:56:19.384Z,,XA FINANCE PTY LTD,COMP_00806,XA FINANCE PTY LTD is a registered business in Australia with ABN: 29679086125.,0,VIC,[]
XA INVESTORS PTY LTD is a registered business in Australia.,,89675655277,2024,,,,2025-05-19T05:56:19.777Z,,,,,['English'],,2025-05-19T05:56:19.777Z,,XA INVESTORS PTY LTD,COMP_00807,XA INVESTORS PTY LTD is a registered business in Australia with ABN: 89675655277.,0,VIC,[]
XA SYDNEY PTY LTD is a registered business in Australia.,,64648495881,2021,,,,2025-05-19T05:56:20.142Z,,,,,['English'],,2025-05-19T05:56:20.142Z,,XA SYDNEY PTY LTD,COMP_00808,XA SYDNEY PTY LTD is a registered business in Australia with ABN: 64648495881.,0,NSW,[]
"YANG, XA is a registered business in Australia.",,76581298718,2015,,,,2025-05-19T05:56:20.543Z,,,,,['English'],,2025-05-19T05:56:20.543Z,,"YANG, XA",COMP_00809,"YANG, XA is a registered business in Australia with ABN: 76581298718.",0,VIC,[]
"XA, MICHELLE is a registered business in Australia.",,46892823051,2009,,,,2025-05-19T05:56:20.891Z,,,,,['English'],,2025-05-19T05:56:20.891Z,,"XA, MICHELLE",COMP_00810,"XA, MICHELLE is a registered business in Australia with ABN: 46892823051.",0,WA,[]
T.K HUA & V HUA & L.K XA is a registered business in Australia.,,14274195088,2012,,,,2025-05-19T05:56:21.243Z,,,,,['English'],,2025-05-19T05:56:21.243Z,,T.K HUA & V HUA & L.K XA,COMP_00811,T.K HUA & V HUA & L.K XA is a registered business in Australia with ABN: 14274195088.,0,WA,[]
The Trustee for XA Ford Family Trust is a registered business in Australia.,,58598337544,2020,,,,2025-05-19T05:56:21.649Z,,,,,['English'],,2025-05-19T05:56:21.649Z,,The Trustee for XA Ford Family Trust,COMP_00812,The Trustee for XA Ford Family Trust is a registered business in Australia with ABN: 58598337544.,0,QLD,[]
The Trustee for XA Properties Trust is a registered business in Australia.,,58577281470,2013,,,,2025-05-19T05:56:22.013Z,,,,,['English'],,2025-05-19T05:56:22.013Z,,The Trustee for XA Properties Trust,COMP_00813,The Trustee for XA Properties Trust is a registered business in Australia with ABN: 58577281470.,0,VIC,[]
XAANA PTY LTD is a registered business in Australia.,,45633947369,2019,,,,2025-05-19T05:56:39.589Z,,,,,['English'],,2025-05-19T05:56:39.589Z,,XAANA PTY LTD,COMP_00814,XAANA PTY LTD is a registered business in Australia with ABN: 45633947369.,0,ACT,[]
XERO AUSTRALIA PTY LIMITED is a registered business in Australia.,,89124215247,2008,,,,2025-05-19T05:57:26.255Z,,,,,['English'],,2025-05-19T05:57:26.255Z,,XERO AUSTRALIA PTY LIMITED,COMP_00815,XERO AUSTRALIA PTY LIMITED is a registered business in Australia with ABN: 89124215247.,0,VIC,[]
The Trustee for Xero Trust is a registered business in Australia.,,94825378740,2022,,,,2025-05-19T05:57:26.775Z,,,,,['English'],,2025-05-19T05:57:26.775Z,,The Trustee for Xero Trust,COMP_00816,The Trustee for Xero Trust is a registered business in Australia with ABN: 94825378740.,0,VIC,[]
XERO DISTRIBUTION PTY LTD is a registered business in Australia.,,53615154946,2016,,,,2025-05-19T05:57:27.376Z,,,,,['English'],,2025-05-19T05:57:27.376Z,,XERO DISTRIBUTION PTY LTD,COMP_00817,XERO DISTRIBUTION PTY LTD is a registered business in Australia with ABN: 53615154946.,0,NSW,[]
XERO FIRE PTY LTD is a registered business in Australia.,,81166777153,2013,,,,2025-05-19T05:57:27.896Z,,,,,['English'],,2025-05-19T05:57:27.896Z,,XERO FIRE PTY LTD,COMP_00818,XERO FIRE PTY LTD is a registered business in Australia with ABN: 81166777153.,0,NSW,[]
XERO MANUFACTURING PTY LTD is a registered business in Australia.,,40615154893,2016,,,,2025-05-19T05:57:28.529Z,,,,,['English'],,2025-05-19T05:57:28.529Z,,XERO MANUFACTURING PTY LTD,COMP_00819,XERO MANUFACTURING PTY LTD is a registered business in Australia with ABN: 40615154893.,0,NSW,[]
XERO PLUS PTY LTD. is a registered business in Australia.,,37658321352,2022,,,,2025-05-19T05:57:28.983Z,,,,,['English'],,2025-05-19T05:57:28.983Z,,XERO PLUS PTY LTD.,COMP_00820,XERO PLUS PTY LTD. is a registered business in Australia with ABN: 37658321352.,0,ACT,[]
XERO SPACE PTY LIMITED is a registered business in Australia.,,97664651889,2022,,,,2025-05-19T05:57:29.486Z,,,,,['English'],,2025-05-19T05:57:29.486Z,,XERO SPACE PTY LIMITED,COMP_00821,XERO SPACE PTY LIMITED is a registered business in Australia with ABN: 97664651889.,0,NSW,[]
XERO TO INFINITY PTY LTD is a registered business in Australia.,,25639313465,2020,,,,2025-05-19T05:57:30.386Z,,,,,['English'],,2025-05-19T05:57:30.386Z,,XERO TO INFINITY PTY LTD,COMP_00822,XERO TO INFINITY PTY LTD is a registered business in Australia with ABN: 25639313465.,0,VIC,[]
XEROM PTY LTD is a registered business in Australia.,,78166276991,2013,,,,2025-05-19T05:57:30.968Z,,,,,['English'],,2025-05-19T05:57:30.968Z,,XEROM PTY LTD,COMP_00823,XEROM PTY LTD is a registered business in Australia with ABN: 78166276991.,0,SA,[]
XERO WASTE PTY LTD is a registered business in Australia.,,57661372765,2022,,,,2025-05-19T05:57:31.503Z,,,,,['English'],,2025-05-19T05:57:31.503Z,,XERO WASTE PTY LTD,COMP_00824,XERO WASTE PTY LTD is a registered business in Australia with ABN: 57661372765.,0,SA,[]
XEROCORP PTY LTD is a registered business in Australia.,,14640198303,2024,,,,2025-05-19T05:57:32.006Z,,,,,['English'],,2025-05-19T05:57:32.006Z,,XEROCORP PTY LTD,COMP_00825,XEROCORP PTY LTD is a registered business in Australia with ABN: 14640198303.,0,NSW,[]
